Entity,Code,Year,Oil
Iraq,IRQ,1995,302.68613
Iraq,IRQ,1996,332.232
Iraq,IRQ,1997,664.58966
Iraq,IRQ,1998,1211.6783
Iraq,IRQ,1999,1491.8107
Iraq,IRQ,2000,1497.8922
Iraq,IRQ,2001,1440.6339
Iraq,IRQ,2002,1208.0497
Iraq,IRQ,2003,767.865
Iraq,IRQ,2004,1162.3728
Iraq,IRQ,2005,1045.9281
Iraq,IRQ,2006,1139.9895
Iraq,IRQ,2007,1222.1901
Iraq,IRQ,2008,1387.679
Iraq,IRQ,2009,1392.5465
Iraq,IRQ,2010,1405.0623
Iraq,IRQ,2011,1579.3668
Iraq,IRQ,2012,1759.7953
Iraq,IRQ,2013,1767.0057
Iraq,IRQ,2014,1846.9589
Iraq,IRQ,2015,2275.0127
Iraq,IRQ,2016,2530.7146
Iraq,IRQ,2017,2586.301
Iraq,IRQ,2018,2640.1548
Iraq,IRQ,2019,2723.9797
Iraq,IRQ,2020,2349.7002
Iraq,IRQ,2021,2335.6458
Iraq,IRQ,2022,2573.8367
Iraq,IRQ,2023,2477.664
Iraq,IRQ,2024,2507.6987
Norway,NOR,1900,0
Norway,NOR,1901,0
Norway,NOR,1902,0
Norway,NOR,1903,0
Norway,NOR,1904,0
Norway,NOR,1905,0
Norway,NOR,1906,0
Norway,NOR,1907,0
Norway,NOR,1908,0
Norway,NOR,1909,0
Norway,NOR,1910,0
Norway,NOR,1911,0
Norway,NOR,1912,0
Norway,NOR,1913,0
Norway,NOR,1914,0
Norway,NOR,1915,0
Norway,NOR,1916,0
Norway,NOR,1917,0
Norway,NOR,1918,0
Norway,NOR,1919,0
Norway,NOR,1920,0
Norway,NOR,1921,0
Norway,NOR,1922,0
Norway,NOR,1923,0
Norway,NOR,1924,0
Norway,NOR,1925,0
Norway,NOR,1926,0
Norway,NOR,1927,0
Norway,NOR,1928,0
Norway,NOR,1929,0
Norway,NOR,1930,0
Norway,NOR,1931,0
Norway,NOR,1932,0
Norway,NOR,1933,0
Norway,NOR,1934,0
Norway,NOR,1935,0
Norway,NOR,1936,0
Norway,NOR,1937,0
Norway,NOR,1938,0
Norway,NOR,1939,0
Norway,NOR,1940,0
Norway,NOR,1941,0
Norway,NOR,1942,0
Norway,NOR,1943,0
Norway,NOR,1944,0
Norway,NOR,1945,0
Norway,NOR,1946,0
Norway,NOR,1947,0
Norway,NOR,1948,0
Norway,NOR,1949,0
Norway,NOR,1950,0
Norway,NOR,1951,0
Norway,NOR,1952,0
Norway,NOR,1953,0
Norway,NOR,1954,0
Norway,NOR,1955,0
Norway,NOR,1956,0
Norway,NOR,1957,0
Norway,NOR,1958,0
Norway,NOR,1959,0
Norway,NOR,1960,0
Norway,NOR,1961,0
Norway,NOR,1962,0
Norway,NOR,1963,0
Norway,NOR,1964,0
Norway,NOR,1965,0
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,3.4050403
Norway,NOR,1972,18.77903
Norway,NOR,1973,18.160213
Norway,NOR,1974,19.862734
Norway,NOR,1975,107.25876
Norway,NOR,1976,158.76816
Norway,NOR,1977,162.87442
Norway,NOR,1978,202.03238
Norway,NOR,1979,226.7794
Norway,NOR,1980,291.3272
Norway,NOR,1981,282.51993
Norway,NOR,1982,293.44254
Norway,NOR,1983,365.15457
Norway,NOR,1984,418.15393
Norway,NOR,1985,456.02182
Norway,NOR,1986,500.486
Norway,NOR,1987,582.84064
Norway,NOR,1988,662.67206
Norway,NOR,1989,871.1927
Norway,NOR,1990,955.32367
Norway,NOR,1991,1091.3854
Norway,NOR,1992,1243.2551
Norway,NOR,1993,1327.3126
Norway,NOR,1994,1495.4198
Norway,NOR,1995,1609.5884
Norway,NOR,1996,1798.7454
Norway,NOR,1997,1816.9309
Norway,NOR,1998,1739.8503
Norway,NOR,1999,1740.7052
Norway,NOR,2000,1813.7673
Norway,NOR,2001,1893.8619
Norway,NOR,2002,1842.2107
Norway,NOR,2003,1794.8473
Norway,NOR,2004,1760.8356
Norway,NOR,2005,1622.0526
Norway,NOR,2006,1508.6544
Norway,NOR,2007,1390.9418
Norway,NOR,2008,1348.0366
Norway,NOR,2009,1274.321
Norway,NOR,2010,1157.5992
Norway,NOR,2011,1096.347
Norway,NOR,2012,1019.4412
Norway,NOR,2013,970.7058
Norway,NOR,2014,992.6559
Norway,NOR,2015,1022.89526
Norway,NOR,2016,1054.462
Norway,NOR,2017,1039.1772
Norway,NOR,2018,975.3053
Norway,NOR,2019,920.8045
Norway,NOR,2020,1077.1174
Norway,NOR,2021,1096.5687
Norway,NOR,2022,1037.8622
Norway,NOR,2023,1102.6188
Norway,NOR,2024,998.7788
Oman,OMN,1900,0
Oman,OMN,1901,0
Oman,OMN,1902,0
Oman,OMN,1903,0
Oman,OMN,1904,0
Oman,OMN,1905,0
Oman,OMN,1906,0
Oman,OMN,1907,0
Oman,OMN,1908,0
Oman,OMN,1909,0
Oman,OMN,1910,0
Oman,OMN,1911,0
Oman,OMN,1912,0
Oman,OMN,1913,0
Oman,OMN,1914,0
Oman,OMN,1915,0
Oman,OMN,1916,0
Oman,OMN,1917,0
Oman,OMN,1918,0
Oman,OMN,1919,0
Oman,OMN,1920,0
Oman,OMN,1921,0
Oman,OMN,1922,0
Oman,OMN,1923,0
Oman,OMN,1924,0
Oman,OMN,1925,0
Oman,OMN,1926,0
Oman,OMN,1927,0
Oman,OMN,1928,0
Oman,OMN,1929,0
Oman,OMN,1930,0
Oman,OMN,1931,0
Oman,OMN,1932,0
Oman,OMN,1933,0
Oman,OMN,1934,0
Oman,OMN,1935,0
Oman,OMN,1936,0
Oman,OMN,1937,0
Oman,OMN,1938,0
Oman,OMN,1939,0
Oman,OMN,1940,0
Oman,OMN,1941,0
Oman,OMN,1942,0
Oman,OMN,1943,0
Oman,OMN,1944,0
Oman,OMN,1945,0
Oman,OMN,1946,0
Oman,OMN,1947,0
Oman,OMN,1948,0
Oman,OMN,1949,0
Oman,OMN,1950,0
Oman,OMN,1951,0
Oman,OMN,1952,0
Oman,OMN,1953,0
Oman,OMN,1954,0
Oman,OMN,1955,0
Oman,OMN,1956,0
Oman,OMN,1957,0
Oman,OMN,1958,0
Oman,OMN,1959,0
Oman,OMN,1960,0
Oman,OMN,1961,0
Oman,OMN,1962,0
Oman,OMN,1963,0
Oman,OMN,1964,0
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,32.830685
Oman,OMN,1968,139.19073
Oman,OMN,1969,188.34445
Oman,OMN,1970,191.22433
Oman,OMN,1971,169.33722
Oman,OMN,1972,162.8705
Oman,OMN,1973,168.76125
Oman,OMN,1974,167.03331
Oman,OMN,1975,196.40813
Oman,OMN,1976,211.96268
Oman,OMN,1977,195.83217
Oman,OMN,1978,180.85677
Oman,OMN,1979,169.9132
Oman,OMN,1980,164.18195
Oman,OMN,1981,189.65233
Oman,OMN,1982,194.26013
Oman,OMN,1983,224.78691
Oman,OMN,1984,241.3637
Oman,OMN,1985,288.3003
Oman,OMN,1986,324.01086
Oman,OMN,1987,337.41425
Oman,OMN,1988,359.7082
Oman,OMN,1989,372.86066
Oman,OMN,1990,398.20364
Oman,OMN,1991,410.7192
Oman,OMN,1992,430.74744
Oman,OMN,1993,451.09174
Oman,OMN,1994,470.4649
Oman,OMN,1995,497.84766
Oman,OMN,1996,515.9607
Oman,OMN,1997,522.30286
Oman,OMN,1998,519.99896
Oman,OMN,1999,519.83264
Oman,OMN,2000,546.8981
Oman,OMN,2001,545.39197
Oman,OMN,2002,511.8564
Oman,OMN,2003,467.8142
Oman,OMN,2004,446.93564
Oman,OMN,2005,441.93256
Oman,OMN,2006,420.76874
Oman,OMN,2007,405.1641
Oman,OMN,2008,431.13528
Oman,OMN,2009,461.24155
Oman,OMN,2010,490.8049
Oman,OMN,2011,502.56876
Oman,OMN,2012,523.3463
Oman,OMN,2013,535.9359
Oman,OMN,2014,537.5265
Oman,OMN,2015,558.5997
Oman,OMN,2016,573.547
Oman,OMN,2017,553.1735
Oman,OMN,2018,556.1946
Oman,OMN,2019,550.4265
Oman,OMN,2020,536.27155
Oman,OMN,2021,544.56946
Oman,OMN,2022,598.33356
Oman,OMN,2023,588.188
Oman,OMN,2024,557.4839
Qatar,QAT,1900,0
Qatar,QAT,1901,0
Qatar,QAT,1902,0
Qatar,QAT,1903,0
Qatar,QAT,1904,0
Qatar,QAT,1905,0
Qatar,QAT,1906,0
Qatar,QAT,1907,0
Qatar,QAT,1908,0
Qatar,QAT,1909,0
Qatar,QAT,1910,0
Qatar,QAT,1911,0
Qatar,QAT,1912,0
Qatar,QAT,1913,0
Qatar,QAT,1914,0
Qatar,QAT,1915,0
Qatar,QAT,1916,0
Qatar,QAT,1917,0
Qatar,QAT,1918,0
Qatar,QAT,1919,0
Qatar,QAT,1920,0
Qatar,QAT,1921,0
Qatar,QAT,1922,0
Qatar,QAT,1923,0
Qatar,QAT,1924,0
Qatar,QAT,1925,0
Qatar,QAT,1926,0
Qatar,QAT,1927,0
Qatar,QAT,1928,0
Qatar,QAT,1929,0
Qatar,QAT,1930,0
Qatar,QAT,1931,0
Qatar,QAT,1932,0
Qatar,QAT,1933,0
Qatar,QAT,1934,0
Qatar,QAT,1935,0
Qatar,QAT,1936,0
Qatar,QAT,1937,0
Qatar,QAT,1938,0
Qatar,QAT,1939,0
Qatar,QAT,1940,0
Qatar,QAT,1941,0
Qatar,QAT,1942,0
Qatar,QAT,1943,0
Qatar,QAT,1944,0
Qatar,QAT,1945,0
Qatar,QAT,1946,0
Qatar,QAT,1947,0
Qatar,QAT,1948,0
Qatar,QAT,1949,1.163
Qatar,QAT,1950,19.02668
Qatar,QAT,1951,27.5631
Qatar,QAT,1952,38.34411
Qatar,QAT,1953,47.24106
Qatar,QAT,1954,55.56814
Qatar,QAT,1955,63.24394
Qatar,QAT,1956,68.33788
Qatar,QAT,1957,77.31624
Qatar,QAT,1958,95.62186
Qatar,QAT,1959,92.95859
Qatar,QAT,1960,95.50556
Qatar,QAT,1961,97.48266
Qatar,QAT,1962,102.43704
Qatar,QAT,1963,105.77485
Qatar,QAT,1964,117.75375
Qatar,QAT,1965,134.96996
Qatar,QAT,1966,168.56763
Qatar,QAT,1967,187.68355
Qatar,QAT,1968,197.49146
Qatar,QAT,1969,206.22018
Qatar,QAT,1970,210.27509
Qatar,QAT,1971,249.08618
Qatar,QAT,1972,279.9732
Qatar,QAT,1973,330.18402
Qatar,QAT,1974,300.06198
Qatar,QAT,1975,253.14107
Qatar,QAT,1976,282.8775
Qatar,QAT,1977,251.98254
Qatar,QAT,1978,280.3668
Qatar,QAT,1979,293.11072
Qatar,QAT,1980,275.31665
Qatar,QAT,1981,240.69855
Qatar,QAT,1982,196.26921
Qatar,QAT,1983,178.5046
Qatar,QAT,1984,199.42004
Qatar,QAT,1985,178.14629
Qatar,QAT,1986,200.86798
Qatar,QAT,1987,177.60414
Qatar,QAT,1988,205.23705
Qatar,QAT,1989,228.99637
Qatar,QAT,1990,245.6507
Qatar,QAT,1991,237.2873
Qatar,QAT,1992,274.47525
Qatar,QAT,1993,253.68782
Qatar,QAT,1994,248.28114
Qatar,QAT,1995,253.89716
Qatar,QAT,1996,315.21988
Qatar,QAT,1997,386.96454
Qatar,QAT,1998,390.20615
Qatar,QAT,1999,398.6554
Qatar,QAT,2000,467.28427
Qatar,QAT,2001,465.19556
Qatar,QAT,2002,434.172
Qatar,QAT,2003,509.2333
Qatar,QAT,2004,580.2947
Qatar,QAT,2005,611.25684
Qatar,QAT,2006,659.2999
Qatar,QAT,2007,668.2696
Qatar,QAT,2008,750.18787
Qatar,QAT,2009,725.67804
Qatar,QAT,2010,824.8058
Qatar,QAT,2011,904.16223
Qatar,QAT,2012,952.5738
Qatar,QAT,2013,949.9872
Qatar,QAT,2014,928.8421
Qatar,QAT,2015,899.8932
Qatar,QAT,2016,902.2269
Qatar,QAT,2017,869.83575
Qatar,QAT,2018,873.32007
Qatar,QAT,2019,840.89795
Qatar,QAT,2020,832.9898
Qatar,QAT,2021,819.2311
Qatar,QAT,2022,837.21246
Qatar,QAT,2023,864.3372
Qatar,QAT,2024,877.8503
Saudi Arabia,SAU,1900,0
Saudi Arabia,SAU,1901,0
Saudi Arabia,SAU,1902,0
Saudi Arabia,SAU,1903,0
Saudi Arabia,SAU,1904,0
Saudi Arabia,SAU,1905,0
Saudi Arabia,SAU,1906,0
Saudi Arabia,SAU,1907,0
Saudi Arabia,SAU,1908,0
Saudi Arabia,SAU,1909,0
Saudi Arabia,SAU,1910,0
Saudi Arabia,SAU,1911,0
Saudi Arabia,SAU,1912,0
Saudi Arabia,SAU,1913,0
Saudi Arabia,SAU,1914,0
Saudi Arabia,SAU,1915,0
Saudi Arabia,SAU,1916,0
Saudi Arabia,SAU,1917,0
Saudi Arabia,SAU,1918,0
Saudi Arabia,SAU,1919,0
Saudi Arabia,SAU,1920,0
Saudi Arabia,SAU,1921,0
Saudi Arabia,SAU,1922,0
Saudi Arabia,SAU,1923,0
Saudi Arabia,SAU,1924,0
Saudi Arabia,SAU,1925,0
Saudi Arabia,SAU,1926,0
Saudi Arabia,SAU,1927,0
Saudi Arabia,SAU,1928,0
Saudi Arabia,SAU,1929,0
Saudi Arabia,SAU,1930,0
Saudi Arabia,SAU,1931,0
Saudi Arabia,SAU,1932,0
Saudi Arabia,SAU,1933,0
Saudi Arabia,SAU,1934,0
Saudi Arabia,SAU,1935,0
Saudi Arabia,SAU,1936,0.02326
Saudi Arabia,SAU,1937,0.09304
Saudi Arabia,SAU,1938,0.77921
Saudi Arabia,SAU,1939,6.26857
Saudi Arabia,SAU,1940,8.141
Saudi Arabia,SAU,1941,6.8617
Saudi Arabia,SAU,1942,7.2106
Saudi Arabia,SAU,1943,7.5595
Saudi Arabia,SAU,1944,12.36269
Saudi Arabia,SAU,1945,33.40136
Saudi Arabia,SAU,1946,95.366
Saudi Arabia,SAU,1947,143.049
Saudi Arabia,SAU,1948,221.87714
Saudi Arabia,SAU,1949,270.26956
Saudi Arabia,SAU,1950,309.92786
Saudi Arabia,SAU,1951,431.72885
Saudi Arabia,SAU,1952,468.84018
Saudi Arabia,SAU,1953,478.83035
Saudi Arabia,SAU,1954,545.226
Saudi Arabia,SAU,1955,554.33234
Saudi Arabia,SAU,1956,570.3003
Saudi Arabia,SAU,1957,581.7791
Saudi Arabia,SAU,1958,599.9452
Saudi Arabia,SAU,1959,656.30414
Saudi Arabia,SAU,1960,750.4141
Saudi Arabia,SAU,1961,854.0723
Saudi Arabia,SAU,1962,948.2521
Saudi Arabia,SAU,1963,1031.9182
Saudi Arabia,SAU,1964,1099.8026
Saudi Arabia,SAU,1965,1291.2112
Saudi Arabia,SAU,1966,1523.1675
Saudi Arabia,SAU,1967,1643.169
Saudi Arabia,SAU,1968,1793.6106
Saudi Arabia,SAU,1969,1892.793
Saudi Arabia,SAU,1970,2234.9546
Saudi Arabia,SAU,1971,2800.4424
Saudi Arabia,SAU,1972,3538.2239
Saudi Arabia,SAU,1973,4466.09
Saudi Arabia,SAU,1974,4996.796
Saudi Arabia,SAU,1975,4179.089
Saudi Arabia,SAU,1976,5085.341
Saudi Arabia,SAU,1977,5447.446
Saudi Arabia,SAU,1978,4936.231
Saudi Arabia,SAU,1979,5675.5664
Saudi Arabia,SAU,1980,5929.0127
Saudi Arabia,SAU,1981,5888.819
Saudi Arabia,SAU,1982,3956.3425
Saudi Arabia,SAU,1983,2794.4504
Saudi Arabia,SAU,1984,2547.3987
Saudi Arabia,SAU,1985,2001.202
Saudi Arabia,SAU,1986,2937.7393
Saudi Arabia,SAU,1987,2484.2625
Saudi Arabia,SAU,1988,3178.5789
Saudi Arabia,SAU,1989,3153.7424
Saudi Arabia,SAU,1990,3984.946
Saudi Arabia,SAU,1991,4981.6616
Saudi Arabia,SAU,1992,5141.365
Saudi Arabia,SAU,1993,4992.883
Saudi Arabia,SAU,1994,5026.3213
Saudi Arabia,SAU,1995,5015.5874
Saudi Arabia,SAU,1996,5087.378
Saudi Arabia,SAU,1997,5024.416
Saudi Arabia,SAU,1998,5178.7773
Saudi Arabia,SAU,1999,4751.1567
Saudi Arabia,SAU,2000,5099.946
Saudi Arabia,SAU,2001,4974.1143
Saudi Arabia,SAU,2002,4536.3174
Saudi Arabia,SAU,2003,5355.6123
Saudi Arabia,SAU,2004,5731.1167
Saudi Arabia,SAU,2005,6008.3857
Saudi Arabia,SAU,2006,5918.9785
Saudi Arabia,SAU,2007,5686.37
Saudi Arabia,SAU,2008,5930.9995
Saudi Arabia,SAU,2009,5338.2544
Saudi Arabia,SAU,2010,5388.1865
Saudi Arabia,SAU,2011,6079.007
Saudi Arabia,SAU,2012,6387.4927
Saudi Arabia,SAU,2013,6261.744
Saudi Arabia,SAU,2014,6324.668
Saudi Arabia,SAU,2015,6606.2373
Saudi Arabia,SAU,2016,6823.463
Saudi Arabia,SAU,2017,6504.885
Saudi Arabia,SAU,2018,6708.389
Saudi Arabia,SAU,2019,6472.84
Saudi Arabia,SAU,2020,6042.749
Saudi Arabia,SAU,2021,5989.718
Saudi Arabia,SAU,2022,6665.557
Saudi Arabia,SAU,2023,6151.179
Saudi Arabia,SAU,2024,5933.262
United Arab Emirates,ARE,1900,0
United Arab Emirates,ARE,1901,0
United Arab Emirates,ARE,1902,0
United Arab Emirates,ARE,1903,0
United Arab Emirates,ARE,1904,0
United Arab Emirates,ARE,1905,0
United Arab Emirates,ARE,1906,0
United Arab Emirates,ARE,1907,0
United Arab Emirates,ARE,1908,0
United Arab Emirates,ARE,1909,0
United Arab Emirates,ARE,1910,0
United Arab Emirates,ARE,1911,0
United Arab Emirates,ARE,1912,0
United Arab Emirates,ARE,1913,0
United Arab Emirates,ARE,1914,0
United Arab Emirates,ARE,1915,0
United Arab Emirates,ARE,1916,0
United Arab Emirates,ARE,1917,0
United Arab Emirates,ARE,1918,0
United Arab Emirates,ARE,1919,0
United Arab Emirates,ARE,1920,0
United Arab Emirates,ARE,1921,0
United Arab Emirates,ARE,1922,0
United Arab Emirates,ARE,1923,0
United Arab Emirates,ARE,1924,0
United Arab Emirates,ARE,1925,0
United Arab Emirates,ARE,1926,0
United Arab Emirates,ARE,1927,0
United Arab Emirates,ARE,1928,0
United Arab Emirates,ARE,1929,0
United Arab Emirates,ARE,1930,0
United Arab Emirates,ARE,1931,0
United Arab Emirates,ARE,1932,0
United Arab Emirates,ARE,1933,0
United Arab Emirates,ARE,1934,0
United Arab Emirates,ARE,1935,0
United Arab Emirates,ARE,1936,0
United Arab Emirates,ARE,1937,0
United Arab Emirates,ARE,1938,0
United Arab Emirates,ARE,1939,0
United Arab Emirates,ARE,1940,0
United Arab Emirates,ARE,1941,0
United Arab Emirates,ARE,1942,0
United Arab Emirates,ARE,1943,0
United Arab Emirates,ARE,1944,0
United Arab Emirates,ARE,1945,0
United Arab Emirates,ARE,1946,0
United Arab Emirates,ARE,1947,0
United Arab Emirates,ARE,1948,0
United Arab Emirates,ARE,1949,0
United Arab Emirates,ARE,1950,0
United Arab Emirates,ARE,1951,0
United Arab Emirates,ARE,1952,0
United Arab Emirates,ARE,1953,0
United Arab Emirates,ARE,1954,0
United Arab Emirates,ARE,1955,0
United Arab Emirates,ARE,1956,0
United Arab Emirates,ARE,1957,0
United Arab Emirates,ARE,1958,0
United Arab Emirates,ARE,1959,0
United Arab Emirates,ARE,1960,0
United Arab Emirates,ARE,1961,0
United Arab Emirates,ARE,1962,9.28074
United Arab Emirates,ARE,1963,28.21438
United Arab Emirates,ARE,1964,105.78648
United Arab Emirates,ARE,1965,158.93922
United Arab Emirates,ARE,1966,202.75732
United Arab Emirates,ARE,1967,215.20438
United Arab Emirates,ARE,1968,280.45877
United Arab Emirates,ARE,1969,353.58624
United Arab Emirates,ARE,1970,439.08228
United Arab Emirates,ARE,1971,596.7261
United Arab Emirates,ARE,1972,679.2343
United Arab Emirates,ARE,1973,863.18304
United Arab Emirates,ARE,1974,945.41235
United Arab Emirates,ARE,1975,937.07684
United Arab Emirates,ARE,1976,1093.5983
United Arab Emirates,ARE,1977,1125.703
United Arab Emirates,ARE,1978,1030.9652
United Arab Emirates,ARE,1979,1031.0718
United Arab Emirates,ARE,1980,974.6628
United Arab Emirates,ARE,1981,861.628
United Arab Emirates,ARE,1982,749.46564
United Arab Emirates,ARE,1983,705.9224
United Arab Emirates,ARE,1984,676.1817
United Arab Emirates,ARE,1985,650.8159
United Arab Emirates,ARE,1986,751.5359
United Arab Emirates,ARE,1987,793.14496
United Arab Emirates,ARE,1988,837.8947
United Arab Emirates,ARE,1989,989.44775
United Arab Emirates,ARE,1990,1083.3516
United Arab Emirates,ARE,1991,1242.6837
United Arab Emirates,ARE,1992,1368.6174
United Arab Emirates,ARE,1993,1330.0209
United Arab Emirates,ARE,1994,1341.0413
United Arab Emirates,ARE,1995,1330.6033
United Arab Emirates,ARE,1996,1359.7686
United Arab Emirates,ARE,1997,1364.287
United Arab Emirates,ARE,1998,1413.2999
United Arab Emirates,ARE,1999,1302.8959
United Arab Emirates,ARE,2000,1413.3167
United Arab Emirates,ARE,2001,1377.1503
United Arab Emirates,ARE,2002,1267.8835
United Arab Emirates,ARE,2003,1467.5858
United Arab Emirates,ARE,2004,1526.739
United Arab Emirates,ARE,2005,1588.1108
United Arab Emirates,ARE,2006,1693.9802
United Arab Emirates,ARE,2007,1670.5735
United Arab Emirates,ARE,2008,1689.2214
United Arab Emirates,ARE,2009,1498.1176
United Arab Emirates,ARE,2010,1561.2549
United Arab Emirates,ARE,2011,1737.4958
United Arab Emirates,ARE,2012,1801.5312
United Arab Emirates,ARE,2013,1879.6893
United Arab Emirates,ARE,2014,1895.0093
United Arab Emirates,ARE,2015,2036.3232
United Arab Emirates,ARE,2016,2112.0898
United Arab Emirates,ARE,2017,2034.374
United Arab Emirates,ARE,2018,2046.3977
United Arab Emirates,ARE,2019,2092.2188
United Arab Emirates,ARE,2020,1941.3671
United Arab Emirates,ARE,2021,1930.4508
United Arab Emirates,ARE,2022,2157.3184
United Arab Emirates,ARE,2023,2096.1228
United Arab Emirates,ARE,2024,2090.4568
United States,USA,1900,98.64566
United States,USA,1901,107.60076
United States,USA,1902,137.64105
United States,USA,1903,155.78384
United States,USA,1904,181.55592
United States,USA,1905,208.89806
United States,USA,1906,196.15158
United States,USA,1907,257.55798
United States,USA,1908,276.8405
United States,USA,1909,284.0395
United States,USA,1910,324.95383
United States,USA,1911,341.84058
United States,USA,1912,345.70175
United States,USA,1913,385.25537
United States,USA,1914,412.10904
United States,USA,1915,435.8924
United States,USA,1916,466.363
United States,USA,1917,519.9773
United States,USA,1918,551.9249
United States,USA,1919,605.9114
United States,USA,1920,722.4789
United States,USA,1921,752.67035
United States,USA,1922,888.7064
United States,USA,1923,1167.3147
United States,USA,1924,1140.0192
United States,USA,1925,1216.7539
United States,USA,1926,1238.2926
United States,USA,1927,1436.1422
United States,USA,1928,1437.375
United States,USA,1929,1606.1495
United States,USA,1930,1431.8507
United States,USA,1931,1357.0233
United States,USA,1932,1251.9114
United States,USA,1933,1425.0936
United States,USA,1934,1429.6875
United States,USA,1935,1566.2703
United States,USA,1936,1728.2877
United States,USA,1937,2010.4199
United States,USA,1938,1908.5645
United States,USA,1939,1988.1019
United States,USA,1940,2126.813
United States,USA,1941,2203.8384
United States,USA,1942,2179.3457
United States,USA,1943,2365.635
United States,USA,1944,2637.114
United States,USA,1945,2693.2986
United States,USA,1946,2725.1765
United States,USA,1947,2918.5718
United States,USA,1948,3175.0713
United States,USA,1949,2894.928
United States,USA,1950,3101.814
United States,USA,1951,3532.659
United States,USA,1952,3598.8687
United States,USA,1953,3704.562
United States,USA,1954,3638.399
United States,USA,1955,3904.7026
United States,USA,1956,4113.508
United States,USA,1957,4112.903
United States,USA,1958,3849.0066
United States,USA,1959,4046.4143
United States,USA,1960,4046.9492
United States,USA,1961,4120.544
United States,USA,1962,4206.094
United States,USA,1963,4326.3716
United States,USA,1964,4379.963
United States,USA,1965,4974.0864
United States,USA,1966,5286.2866
United States,USA,1967,5631.4976
United States,USA,1968,5848.4985
United States,USA,1969,5947.0205
United States,USA,1970,6204.4873
United States,USA,1971,6116.076
United States,USA,1972,6139.336
United States,USA,1973,5985.4062
United States,USA,1974,5715.055
United States,USA,1975,5463.43
United States,USA,1976,5326.305
United States,USA,1977,5382.4077
United States,USA,1978,5631.312
United States,USA,1979,5547.409
